class,alcohol,malicAcid,ash,alcalinityOfAsh,magnesium,totalPhenols,flavanoids,nonFlavanoidPhenols,proanthocyanins,colorIntensity,hue,od280Od315,proline
0,12.82,1.68,2.6,22.07,105,1.73,3.05,0.53,1.64,5.25,1.12,2.85,393
2,12.36,2.88,2.29,14.22,88,1.62,0.45,0.62,2.13,12.69,0.85,1.61,691
0,13.06,1.18,2.15,16.24,91,2.33,2.84,0.42,1.91,3.46,1.48,2.89,1229
2,11.57,1.86,2.19,18.86,97,1.53,0.53,0.77,2.25,7.47,0.93,1.47,700
0,13.89,2.12,2.09,15.85,99,2.81,2.13,0.28,1.76,4.98,1.28,2.18,1586
2,12.85,4.75,2.01,28.31,96,1.37,0.76,0.57,2.52,2.68,0.89,1.38,806
0,12.45,1.44,1.94,23.24,90,1.7,1.69,0.48,2.48,4.17,1.18,3.3,613
2,12.03,4.56,2.06,14.86,99,1.55,1.01,0.52,1.96,9.9,0.59,0.96,941
2,11.73,2.9,2.29,21.62,85,1.49,0.75,0.58,1.79,6.34,1.34,1.88,758
1,11.58,2.24,1.8,21.73,85,2.15,3.2,0.57,2.5,3.02,1.2,2.74,730
1,11.45,2.22,2.47,20.69,84,1.93,2.29,0.41,2.31,7.83,1.28,2.6,558
2,11.38,3.04,2.36,23.36,111,1.46,2.45,0.61,1.89,5.84,0.69,1.33,632
1,12.68,1.62,2.53,19.19,93,1.88,1.62,0.51,1.84,7.12,1.08,2.97,812
2,12.38,3.04,2.37,15.46,90,1.55,0.81,0.51,1.86,6.82,0.64,1.42,788
2,12.54,4.08,2.2,17.87,90,1.64,2.47,0.56,2.16,5.36,1.43,2.93,736
1,12.35,1.94,1.8,17.87,98,1.27,3.32,0.64,2.12,5.4,1.2,3.04,1138
1,10.85,4.59,2.19,17.37,120,2.53,0.09,0.58,1.16,7.18,0.86,3.34,701
2,11.74,4.22,2.09,23.54,85,1.6,1.05,0.64,2.14,4.08,1.77,1.89,701
0,13.34,1.1,2.22,17.89,82,2.86,1.38,0.35,1.31,6.64,1.53,2.39,1751
2,10.41,1.96,2.33,17.18,91,1.49,0.43,0.6,1.79,10.05,0.82,1.59,675
2,11.89,1.38,2.65,17.52,81,3.29,2.17,0.39,1.02,4.9,1.29,3.24,586
1,12.88,1.88,2.89,18.98,123,2.6,2.69,0.55,1.33,7.32,0.72,1.11,523
0,13.27,1.7,2.63,18.19,76,1.94,2.53,0.24,2.44,6.42,1.25,2.46,1268
2,12.14,2.82,2.36,19.12,97,1.71,0.5,0.48,2.23,8.09,0.87,1.91,793
0,12.32,2.0,2.46,22.11,99,2.35,2.27,0.57,2.0,12.04,1.35,2.45,611
1,13.05,1.73,2.24,21.75,104,2.23,2.1,0.46,1.55,4.46,1.1,2.45,1207
1,14.43,1.54,2.4,16.27,99,1.45,2.09,0.39,2.1,4.73,0.68,3.1,1382
1,10.96,1.59,2.14,16.82,96,2.71,2.79,0.63,1.11,4.46,0.82,2.79,727
1,11.26,1.78,1.83,19.05,109,1.36,0.62,0.33,1.4,5.48,1.06,2.7,757
2,11.38,3.42,2.33,22.98,97,1.62,0.55,0.52,2.06,10.54,0.52,1.54,810
2,10.85,2.75,2.62,23.9,98,1.7,0.85,0.61,2.36,7.41,0.72,1.48,1582
2,10.96,1.6,2.3,17.22,107,1.65,1.79,0.55,1.81,4.27,1.08,1.76,598
2,11.56,2.28,1.87,17.32,110,1.41,0.55,0.55,2.36,7.63,0.74,2.12,592
2,13.31,1.73,2.28,22.39,100,2.01,1.31,0.56,2.5,5.28,0.78,1.45,801
0,13.66,1.66,2.24,19.27,83,2.36,2.24,0.5,2.02,3.56,0.77,2.74,711
0,11.19,3.96,2.56,13.69,81,2.55,1.48,0.55,1.3,10.16,0.96,2.8,691
2,12.15,2.77,2.46,22.27,95,3.09,2.91,0.53,2.01,5.24,1.03,1.97,429
2,12.93,4.42,2.34,17.73,83,1.91,3.53,0.3,1.08,3.86,1.11,1.43,740
0,12.85,1.89,2.38,18.37,114,1.72,1.42,0.57,1.64,6.89,1.25,2.58,823
0,12.87,2.12,2.27,17.24,97,2.14,2.47,0.32,2.35,6.45,1.13,2.63,1811
0,12.68,1.49,2.35,18.58,93,2.87,1.21,0.36,1.33,8.71,1.34,2.44,1548
1,13.23,1.52,2.25,19.13,88,2.42,2.06,0.38,1.95,9.12,1.38,2.6,1209
0,12.52,1.79,2.34,21.82,99,2.66,1.82,0.39,0.8,3.33,1.4,2.26,1156
2,11.48,3.29,1.93,21.62,106,1.27,0.84,0.56,2.47,4.12,1.24,1.84,561
0,12.72,2.2,2.18,17.41,92,2.54,2.05,0.36,1.48,6.05,0.87,1.88,1506
0,14.02,1.59,2.28,16.01,95,1.83,2.18,0.55,1.28,3.95,1.21,2.56,1583
0,13.33,1.44,2.18,19.66,93,2.43,1.38,0.58,1.95,4.26,1.36,2.65,1259
0,12.66,2.34,2.03,17.03,91,3.15,1.81,0.4,1.52,5.46,1.44,2.6,1519
1,12.23,3.19,1.9,18.12,107,1.81,1.29,0.48,1.82,7.67,1.27,3.07,754
0,13.51,1.06,2.23,17.7,103,3.15,2.26,0.49,1.34,2.71,1.1,2.67,1597
2,13.22,4.78,2.45,20.53,102,1.57,0.01,0.64,2.26,7.43,0.72,1.84,788
0,13.78,2.1,2.58,13.96,94,2.66,2.42,0.51,1.65,4.84,0.91,2.96,634
0,14.28,1.36,2.52,18.41,123,1.95,1.67,0.39,2.48,5.74,1.34,2.75,1456
0,12.98,2.24,2.01,19.48,105,2.57,2.25,0.38,1.74,6.64,1.3,2.29,1146
2,11.93,2.07,2.31,17.02,83,1.33,1.26,0.65,1.54,4.16,1.5,2.94,569
2,11.38,4.27,2.06,18.03,110,1.47,1.3,0.52,2.6,9.69,1.03,2.87,583
1,12.94,1.18,2.72,25.6,91,2.43,2.49,0.39,1.6,3.27,1.44,2.59,668
0,12.98,1.61,2.2,18.32,108,3.11,1.88,0.36,1.82,4.58,0.87,3.05,1059
1,13.42,2.15,2.4,19.1,103,2.57,1.6,0.4,1.15,6.89,1.42,2.2,1451
2,10.6,2.16,2.21,20.08,79,1.66,1.0,0.62,1.95,12.43,0.74,1.06,949
2,13.06,2.11,2.43,20.29,85,1.56,0.25,0.64,1.4,6.19,0.77,2.75,1122
2,11.71,3.46,2.38,26.89,83,1.71,0.42,0.52,2.07,9.38,1.2,1.75,938
0,13.86,1.61,2.66,11.2,110,2.83,2.93,0.51,1.33,7.68,0.73,2.44,1488
2,12.28,2.07,2.09,20.37,74,1.92,0.86,0.62,2.24,4.82,0.78,1.91,875
0,13.19,1.9,2.38,13.71,84,1.96,3.76,0.33,1.46,3.86,1.05,2.95,1380
0,14.42,2.27,2.09,20.77,105,2.86,1.48,0.32,3.07,6.75,1.5,1.99,1569
2,12.54,4.84,2.37,21.24,115,1.66,0.6,0.55,1.42,6.65,0.83,1.58,627
1,10.91,0.99,2.32,21.04,95,2.94,2.92,0.41,1.38,5.6,1.12,2.2,577
2,12.61,3.0,2.06,17.02,79,1.82,0.51,0.39,1.31,3.45,1.01,1.8,705
0,13.18,1.91,1.91,15.27,82,2.24,3.27,0.36,1.63,6.79,1.25,2.31,910
2,11.32,3.17,2.0,24.02,98,1.75,0.13,0.58,1.79,10.95,0.84,0.99,910
0,13.08,1.55,2.23,14.15,95,2.03,2.37,0.49,2.81,5.78,1.54,2.32,1291
0,12.16,4.1,2.14,17.01,85,1.35,0.46,0.54,2.01,8.86,1.35,1.67,781
0,10.87,3.71,2.04,12.71,89,1.77,0.43,0.6,1.88,6.09,1.14,1.49,610
0,11.14,1.54,2.33,19.87,124,1.19,1.89,0.6,2.04,10.4,1.16,2.55,1285
0,13.04,1.57,2.68,17.71,107,2.81,2.95,0.37,1.58,8.0,1.13,3.14,930
2,12.18,3.28,2.54,20.45,94,1.64,-0.18,0.66,1.7,9.0,0.8,1.24,836
2,12.01,4.25,2.35,15.1,98,1.42,1.21,0.54,1.35,7.42,0.95,1.18,652
2,12.5,3.56,2.13,13.06,87,1.59,0.25,0.46,1.98,7.16,0.73,1.64,786
2,11.87,4.28,2.08,15.25,93,1.52,0.16,0.7,2.14,4.98,0.91,1.21,858
2,12.14,1.75,2.24,18.94,88,1.46,0.38,0.6,1.4,3.22,0.83,1.78,589
2,11.55,3.56,2.05,19.09,99,1.28,1.02,0.34,1.44,6.09,0.82,1.7,390
0,11.6,3.52,2.27,18.98,129,2.53,1.51,0.47,2.36,4.01,1.0,1.95,715
1,13.04,1.42,2.2,18.03,99,1.88,1.9,0.41,1.2,10.34,1.24,2.46,1633
0,13.12,2.09,2.42,14.2,101,2.57,2.66,0.68,1.75,7.74,0.97,2.2,1645
2,11.5,3.25,2.55,15.93,80,1.04,0.85,0.63,2.4,10.69,0.91,1.98,780
0,13.63,1.63,2.38,16.28,88,2.27,2.94,0.3,2.84,11.3,0.93,2.76,1427
2,13.12,2.85,2.5,20.86,84,1.81,0.3,0.47,1.4,3.49,1.09,2.76,555
0,13.12,1.87,2.72,20.3,105,2.66,3.12,0.43,1.4,2.12,1.23,3.33,1054
2,11.17,3.72,1.95,28.01,87,1.44,0.94,0.61,1.15,5.68,1.21,1.86,548
0,13.61,1.76,2.35,18.88,92,2.17,2.28,0.58,1.41,4.12,1.4,2.53,1548
0,14.26,1.88,2.54,15.86,99,1.92,2.35,0.41,0.69,7.7,1.15,2.47,1728
2,12.46,3.11,1.99,23.17,95,1.41,1.27,0.53,1.69,3.34,0.57,1.91,694
2,12.18,3.13,2.51,18.43,94,1.79,0.46,0.61,2.3,10.86,0.58,1.98,830
0,13.65,2.04,1.98,20.0,76,2.33,3.18,0.35,1.76,6.21,1.18,3.12,1271
1,10.91,3.24,2.9,17.68,126,1.99,1.35,0.57,1.59,4.5,1.12,1.83,749
0,13.24,1.31,2.52,13.88,116,2.69,1.89,0.37,2.02,10.37,1.24,3.28,1373
0,13.2,1.9,2.28,18.96,81,2.25,1.26,0.37,1.72,4.76,1.5,2.5,1416
2,13.2,1.18,2.18,14.22,91,1.42,-0.11,0.53,1.88,7.14,0.81,1.94,615
0,13.16,1.76,2.07,24.28,103,2.06,3.54,0.46,1.48,3.4,1.32,2.45,811
0,13.19,1.4,2.61,14.54,90,3.36,1.74,0.32,1.99,9.47,1.38,2.59,1256
2,13.42,2.06,2.22,14.3,84,1.32,0.54,0.57,1.31,3.37,1.11,1.78,747
0,13.23,1.84,2.33,23.66,109,2.52,2.1,0.37,1.59,13.44,1.3,2.56,1399
0,12.57,2.95,2.44,20.11,89,2.66,2.87,0.59,1.47,1.88,1.11,3.43,477
1,11.79,3.67,2.31,14.9,89,2.64,0.48,0.57,1.89,3.1,1.01,0.91,802
2,12.51,2.92,2.74,16.3,124,1.59,0.83,0.29,1.97,2.86,0.83,1.29,959
1,12.14,2.29,2.56,21.46,113,2.42,1.75,0.33,1.98,12.7,1.3,1.26,1554
1,11.34,4.26,2.35,24.38,79,1.7,0.75,0.51,1.18,5.43,0.96,3.17,777
2,11.0,3.94,2.95,21.48,97,1.76,0.74,0.51,1.48,4.34,0.69,1.55,689
2,11.42,1.55,2.2,16.14,98,1.66,1.66,0.25,2.11,6.09,0.96,2.91,1028
2,13.18,1.98,2.32,18.59,83,2.54,3.05,0.37,1.2,3.73,1.1,3.25,1184
0,14.1,2.58,2.56,18.35,96,1.94,1.6,0.36,2.66,7.66,1.24,2.57,1441
2,11.27,2.88,2.0,18.51,87,1.36,2.2,0.59,1.83,9.76,1.07,2.78,749
2,12.16,2.63,2.16,25.43,99,1.67,0.35,0.58,2.18,11.59,1.28,1.23,855
0,11.59,1.86,1.94,15.97,117,2.2,1.58,0.53,1.9,4.35,1.16,1.54,1431
0,13.43,1.58,2.19,19.71,105,2.33,1.46,0.31,2.24,4.53,1.21,2.05,1742
2,11.9,1.85,2.01,23.8,97,1.74,2.13,0.44,2.24,3.83,1.2,3.08,518
0,12.17,2.48,1.69,17.52,81,2.72,2.43,0.52,1.86,9.02,1.04,3.03,1167
1,12.31,2.44,1.91,19.55,95,1.77,0.4,0.44,1.85,4.09,0.96,2.88,475
2,11.66,2.68,2.27,19.32,96,1.8,0.07,0.59,2.34,12.74,0.67,1.13,866
1,12.04,2.11,2.37,17.44,96,2.53,1.59,0.34,3.1,8.35,1.05,2.84,639
1,13.15,1.56,2.01,27.85,108,2.85,2.22,0.38,1.94,4.74,1.2,2.54,1197
1,12.18,1.44,2.45,12.11,73,2.9,3.41,0.59,1.35,6.24,1.03,2.94,1648
0,12.24,1.89,2.17,17.18,93,2.7,2.52,0.37,1.7,4.15,1.24,2.96,1748
1,12.01,1.86,2.68,14.82,99,2.54,2.24,0.42,1.18,8.21,0.82,2.11,723
2,11.87,2.13,2.42,16.66,95,1.46,0.82,0.35,2.0,9.93,1.35,2.66,635
1,12.37,1.86,2.46,15.86,90,1.54,0.52,0.68,1.95,4.95,1.61,2.63,947
2,11.97,5.15,1.75,22.45,80,1.39,0.29,0.71,2.37,9.23,0.84,1.34,867
1,12.58,3.55,2.31,20.68,96,2.21,0.24,0.6,2.29,3.76,1.23,3.14,1242
0,13.69,2.26,2.46,16.05,104,2.9,1.93,0.37,2.04,9.86,0.76,3.37,1288
2,12.27,3.87,2.55,16.23,96,1.81,0.23,0.49,2.46,11.02,0.72,0.91,912
0,14.34,1.0,2.21,14.33,89,3.0,1.61,0.33,1.79,7.17,0.97,2.76,1439
2,13.19,5.06,2.38,20.85,103,1.72,-0.49,0.6,1.48,9.38,0.63,1.6,913
1,11.39,2.23,2.1,12.46,115,1.64,2.24,0.57,0.88,2.43,1.16,3.47,603
1,12.99,0.95,2.09,17.89,94,2.68,1.86,0.27,2.24,5.3,1.33,2.9,1747
0,14.14,2.09,2.04,20.76,82,1.57,2.8,0.66,2.06,6.2,1.21,2.9,1276
2,11.15,1.6,2.4,19.28,108,2.2,2.02,0.71,1.99,12.21,0.78,1.58,940
0,12.42,2.04,2.29,18.01,107,2.47,1.02,0.4,0.8,6.24,1.24,2.54,1785
1,11.75,1.41,2.19,16.47,121,1.77,0.65,0.51,2.22,7.77,1.09,2.92,1382
0,12.8,1.7,2.31,16.63,95,2.57,2.62,0.32,2.07,5.64,1.29,2.91,1050
2,11.0,3.74,2.38,14.88,113,1.34,-0.16,0.72,2.64,6.12,0.63,1.71,925
2,11.93,4.66,2.23,19.53,92,1.5,0.53,0.53,2.34,9.73,0.78,1.38,649
2,12.85,3.14,1.93,16.62,95,1.76,-0.33,0.47,2.31,10.15,0.73,1.4,1000
2,11.39,4.56,2.04,15.33,98,1.25,1.08,0.56,2.17,5.4,0.68,2.0,804
2,11.46,4.59,2.29,19.37,91,1.28,0.29,0.43,0.72,5.47,0.91,1.19,676
1,11.83,1.31,2.18,19.96,92,2.4,3.18,0.52,1.97,3.4,0.89,2.66,822
2,11.51,2.99,2.13,14.71,83,1.65,0.27,0.72,2.28,6.05,0.69,1.54,718
1,13.85,1.53,2.45,18.35,111,2.34,2.37,0.41,1.84,3.79,1.16,3.12,1439
0,13.82,1.52,2.68,12.02,94,2.57,2.06,0.35,1.72,8.24,1.28,3.0,1619
2,12.14,4.21,2.82,19.31,109,1.91,0.17,0.53,1.37,5.26,0.69,3.82,1673
1,11.44,4.22,2.33,16.77,113,3.01,2.25,0.48,1.7,7.11,1.1,3.22,884
0,13.76,2.21,2.41,17.24,79,2.42,2.17,0.34,2.01,6.25,1.32,2.49,1493
1,13.76,1.98,1.98,24.61,111,1.94,1.81,0.45,1.79,9.54,1.06,2.45,878
2,10.92,4.82,2.33,20.64,103,1.48,1.72,0.56,2.11,5.43,1.18,3.02,753
0,12.98,1.7,2.12,10.56,104,2.39,1.46,0.3,2.15,4.39,1.11,2.48,1423
0,13.0,2.13,1.78,16.33,98,1.72,2.54,0.34,1.55,3.35,1.29,2.68,1352
0,14.21,2.24,2.49,16.85,88,2.26,2.17,0.36,1.15,5.27,1.14,3.14,1416
1,12.08,1.38,2.53,16.84,100,1.67,2.34,0.4,1.83,3.93,1.23,2.62,1197
1,12.05,1.79,2.59,25.4,113,2.53,3.48,0.63,1.5,5.31,1.32,2.79,429
0,13.51,2.0,2.17,13.64,105,2.54,2.15,0.33,2.91,5.94,1.12,3.67,1296
1,11.33,2.24,2.17,14.23,110,2.68,0.77,0.68,1.74,9.94,0.88,2.34,781
1,13.39,3.27,2.19,19.92,121,2.42,1.26,0.49,2.02,7.15,0.93,1.65,755
2,11.19,2.93,1.96,18.51,81,1.16,0.98,0.61,2.34,9.73,0.81,2.15,514
2,11.98,2.55,2.64,23.19,100,1.53,0.24,0.39,2.1,4.11,0.7,1.7,747
2,12.19,3.68,1.82,17.99,82,1.48,1.07,0.43,2.18,4.86,0.79,1.72,556
1,10.94,3.08,2.13,24.46,100,2.16,0.9,0.62,1.84,3.2,1.27,1.82,437
2,11.36,5.46,2.05,9.84,88,1.33,0.87,0.69,2.75,8.47,0.45,1.19,998
1,13.54,1.79,2.25,17.73,104,3.06,2.15,0.36,2.77,7.15,1.16,2.77,1524
0,13.09,1.19,2.03,18.47,90,2.25,2.63,0.39,1.25,4.03,1.09,3.34,1097
0,12.12,1.78,2.03,17.36,105,2.71,1.98,0.44,1.98,5.0,1.12,3.17,1111
0,13.95,2.07,2.0,20.18,109,1.67,1.95,0.33,2.04,5.51,1.53,2.69,1137
1,11.16,1.77,2.28,18.34,89,1.68,1.21,0.61,1.77,12.94,0.92,2.7,758
0,13.22,1.73,2.33,17.65,104,2.33,2.75,0.43,1.57,8.6,1.1,2.98,1246
0,13.26,1.05,2.14,19.1,104,2.41,2.61,0.3,1.52,2.88,1.44,2.4,1431
2,12.16,4.54,2.63,13.89,97,1.96,1.18,0.47,1.72,6.42,0.82,1.45,962
0,14.31,1.05,2.28,21.03,95,2.37,2.27,0.28,1.89,9.84,0.76,3.27,1115
0,13.94,1.73,2.27,17.4,108,2.88,3.54,0.32,2.08,8.9,1.12,3.1,1260
0,13.16,2.36,2.67,18.6,101,2.8,3.24,0.3,2.81,5.68,1.03,3.17,1185
0,13.48,1.81,2.41,20.5,100,2.7,2.98,0.26,1.86,5.1,1.04,3.47,920
0,13.9,1.68,2.12,16.0,101,3.1,3.39,0.21,2.14,6.1,0.91,3.33,985
0,14.22,3.99,2.51,13.2,128,3.0,3.04,0.2,2.08,5.1,0.89,3.53,760
0,13.51,1.8,2.65,19.0,110,2.35,2.53,0.29,1.54,4.2,1.1,2.87,1095
0,13.07,1.5,2.1,15.5,98,2.4,2.64,0.28,1.37,3.7,1.18,2.69,1020
0,13.64,3.1,2.56,15.2,116,2.7,3.03,0.17,1.66,5.1,0.96,3.36,845
0,12.93,3.8,2.65,18.6,102,2.41,2.41,0.25,1.98,4.5,1.03,3.52,770
0,13.82,1.75,2.42,14.0,111,3.88,3.74,0.32,1.87,7.05,1.01,3.26,1190
0,13.05,1.77,2.1,17.0,107,3.0,3.0,0.28,2.03,5.04,0.88,3.35,885
0,14.37,1.95,2.5,16.8,113,3.85,3.49,0.24,2.18,7.8,0.86,3.45,1480
0,13.28,1.64,2.84,15.5,110,2.6,2.68,0.34,1.36,4.6,1.09,2.78,880
0,13.56,1.71,2.31,16.2,117,3.15,3.29,0.34,2.34,6.13,0.95,3.38,795
0,13.5,1.81,2.61,20.0,96,2.53,2.61,0.28,1.66,3.52,1.12,3.82,845
0,14.1,2.16,2.3,18.0,105,2.95,3.32,0.22,2.38,5.75,1.25,3.17,1510
0,13.83,1.65,2.6,17.2,94,2.45,2.99,0.22,2.29,5.6,1.24,3.37,1265
0,13.39,1.77,2.62,16.1,93,2.85,2.94,0.34,1.45,4.8,0.92,3.22,1195
0,13.56,1.73,2.46,20.5,116,2.96,2.78,0.2,2.45,6.25,0.98,3.03,1120
0,13.73,1.5,2.7,22.5,101,3.0,3.25,0.29,2.38,5.7,1.19,2.71,1285
0,13.41,3.84,2.12,18.8,90,2.45,2.68,0.27,1.48,4.28,0.91,3.0,1035
0,14.1,2.02,2.4,18.8,103,2.75,2.92,0.32,2.38,6.2,1.07,2.75,1060
0,13.3,1.72,2.14,17.0,94,2.4,2.19,0.27,1.35,3.95,1.02,2.77,1285
0,14.38,3.59,2.28,16.0,102,3.25,3.17,0.27,2.19,4.9,1.04,3.44,1065
0,13.29,1.97,2.68,16.8,102,3.0,3.23,0.31,1.66,6.0,1.07,2.84,1270
0,13.58,1.66,2.36,19.1,106,2.86,3.19,0.22,1.95,6.9,1.09,2.88,1515
0,14.75,1.73,2.39,11.4,91,3.1,3.69,0.43,2.81,5.4,1.25,2.73,1150
0,13.71,1.86,2.36,16.6,101,2.61,2.88,0.27,1.69,3.8,1.11,4.0,1035
0,13.05,1.73,2.04,12.4,92,2.72,3.27,0.17,2.91,7.2,1.12,2.91,1150
0,13.68,1.83,2.36,17.2,104,2.42,2.69,0.42,1.97,3.84,1.23,2.87,990
0,13.83,1.57,2.62,20.0,115,2.95,3.4,0.4,1.72,6.6,1.13,2.57,1130
0,13.74,1.67,2.25,16.4,118,2.6,2.9,0.21,1.62,5.85,0.92,3.2,1060
0,13.76,1.53,2.7,19.5,132,2.95,2.74,0.5,1.35,5.4,1.25,3.0,1235
0,12.85,1.6,2.52,17.8,95,2.48,2.37,0.26,1.46,3.93,1.09,3.63,1015
0,13.24,2.59,2.87,21.0,118,2.8,2.69,0.39,1.82,4.32,1.04,2.93,735
0,14.38,1.87,2.38,12.0,102,3.3,3.64,0.29,2.96,7.5,1.2,3.0,1547
0,14.02,1.68,2.21,16.0,96,2.65,2.33,0.26,1.98,4.7,1.04,3.59,1035
0,13.87,1.9,2.8,19.4,107,2.95,2.97,0.37,1.76,4.5,1.25,3.4,915
0,13.77,1.9,2.68,17.1,115,3.0,2.79,0.39,1.68,6.3,1.13,2.93,1375
0,13.88,1.89,2.59,15.0,101,3.25,3.56,0.17,1.7,5.43,0.88,3.56,1095
0,14.19,1.59,2.48,16.5,108,3.3,3.93,0.32,1.86,8.7,1.23,2.82,1680
0,13.72,1.43,2.5,16.7,108,3.4,3.67,0.19,2.04,6.8,0.89,2.87,1285
0,14.06,1.63,2.28,16.0,126,3.0,3.17,0.24,2.1,5.65,1.09,3.71,780
0,13.05,2.05,3.22,25.0,124,2.63,2.68,0.47,1.92,3.58,1.13,3.2,830
0,14.39,1.87,2.45,14.6,96,2.5,2.52,0.3,1.98,5.25,1.02,3.58,1290
0,14.21,4.04,2.44,18.9,111,2.85,2.65,0.3,1.25,5.24,0.87,3.33,1080
0,14.06,2.15,2.61,17.6,121,2.6,2.51,0.31,1.25,5.05,1.06,3.58,1295
0,14.22,1.7,2.3,16.3,118,3.2,3.0,0.26,2.03,6.38,0.94,3.31,970
1,11.64,2.06,2.46,21.6,84,1.95,1.69,0.48,1.35,2.8,1.0,2.75,680
1,12.99,1.67,2.6,30.0,139,3.3,2.89,0.21,1.96,3.35,1.31,3.5,985
1,11.62,1.99,2.28,18.0,98,3.02,2.26,0.17,1.35,3.25,1.16,2.96,345
1,12.17,1.45,2.53,19.0,104,1.89,1.75,0.45,1.03,2.95,1.45,2.23,355
1,11.76,2.68,2.92,20.0,103,1.75,2.03,0.6,1.05,3.8,1.23,2.5,607
1,12.37,1.63,2.3,24.5,88,2.22,2.45,0.4,1.9,2.12,0.89,2.78,342
1,11.45,2.4,2.42,20.0,96,2.9,2.79,0.32,1.83,3.25,0.8,3.39,625
1,12.42,2.55,2.27,22.0,90,1.68,1.84,0.66,1.42,2.7,0.86,3.3,315
1,11.41,0.74,2.5,21.0,88,2.48,2.01,0.42,1.44,3.08,1.1,2.31,434
1,11.66,1.88,1.92,16.0,97,1.61,1.57,0.34,1.15,3.8,1.23,2.14,428
1,12.08,1.83,2.32,18.5,81,1.6,1.5,0.52,1.64,2.4,1.08,2.27,480
1,12.6,1.34,1.9,18.5,88,1.45,1.36,0.29,1.35,2.45,1.04,2.77,562
1,12.22,1.29,1.94,19.0,92,2.36,2.04,0.39,2.08,2.7,0.86,3.02,312
1,12.0,3.43,2.0,19.0,87,2.0,1.64,0.37,1.87,1.28,0.93,3.05,564
1,11.84,2.89,2.23,18.0,112,1.72,1.32,0.43,0.95,2.65,0.96,2.52,500
1,12.04,4.3,2.38,22.0,80,2.1,1.75,0.42,1.35,2.6,0.79,2.57,580
1,13.03,0.9,1.71,16.0,86,1.95,2.03,0.24,1.46,4.6,1.19,2.48,392
1,12.42,1.61,2.19,22.5,108,2.0,2.09,0.34,1.61,2.06,1.06,2.96,345
1,12.37,1.13,2.16,19.0,87,3.5,3.1,0.19,1.87,4.45,1.22,2.87,420
1,12.43,1.53,2.29,21.5,86,2.74,3.15,0.39,1.77,3.94,0.69,2.84,352
1,12.08,1.39,2.5,22.5,84,2.56,2.29,0.43,1.04,2.9,0.93,3.19,385
1,11.82,1.72,1.88,19.5,86,2.5,1.64,0.37,1.42,2.06,0.94,2.44,415
1,11.46,3.74,1.82,19.5,107,3.18,2.58,0.24,3.58,2.9,0.75,2.81,562
1,12.69,1.53,2.26,20.7,80,1.38,1.46,0.58,1.62,3.05,0.96,2.06,495
1,12.34,2.45,2.46,21.0,98,2.56,2.11,0.34,1.31,2.8,0.8,3.38,438
1,12.29,1.61,2.21,20.4,103,1.1,1.02,0.37,1.46,3.05,0.91,1.82,870
1,12.08,1.33,2.3,23.6,70,2.2,1.59,0.42,1.38,1.74,1.07,3.21,625
1,13.86,1.51,2.67,25.0,86,2.95,2.86,0.21,1.87,3.38,1.36,3.16,410
1,12.64,1.36,2.02,16.8,100,2.02,1.41,0.53,0.62,5.75,0.98,1.59,450
1,11.56,2.05,3.23,28.5,119,3.18,5.08,0.47,1.87,6.0,0.93,3.69,465
1,12.0,0.92,2.0,19.0,86,2.42,2.26,0.3,1.43,2.5,1.38,3.12,278
1,12.7,3.87,2.4,23.0,101,2.83,2.55,0.43,1.95,2.57,1.19,3.13,463
1,12.37,1.21,2.56,18.1,98,2.42,2.65,0.37,2.08,4.6,1.19,2.3,678
1,11.03,1.51,2.2,21.5,85,2.46,2.17,0.52,2.01,1.9,1.71,2.87,407
1,12.37,0.94,1.36,10.6,88,1.98,0.57,0.28,0.42,1.95,1.05,1.82,520
1,12.77,3.43,1.98,16.0,80,1.63,1.25,0.43,0.83,3.4,0.7,2.12,372
1,13.49,1.66,2.24,24.0,87,1.88,1.84,0.27,1.03,3.74,0.98,2.78,472
1,12.33,1.1,2.28,16.0,101,2.05,1.09,0.63,0.41,3.27,1.25,1.67,680
1,12.51,1.73,1.98,20.5,85,2.2,1.92,0.32,1.48,2.94,1.04,3.57,672
1,13.05,3.86,2.32,22.5,85,1.65,1.59,0.61,1.62,4.8,0.84,2.01,515
1,11.61,1.35,2.7,20.0,94,2.74,2.92,0.29,2.49,2.65,0.96,3.26,680
1,12.72,1.75,2.28,22.5,84,1.38,1.76,0.48,1.63,3.3,0.88,2.42,488
1,11.65,1.67,2.62,26.0,88,1.92,1.61,0.4,1.34,2.6,1.36,3.21,562
1,11.87,4.31,2.39,21.0,82,2.86,3.03,0.21,2.91,2.8,0.75,3.64,380
1,12.42,4.43,2.73,26.5,102,2.2,2.13,0.43,1.71,2.08,0.92,3.12,365
1,12.25,1.73,2.12,19.0,80,1.65,2.03,0.37,1.63,3.4,1.0,3.17,510
1,11.79,2.13,2.78,28.5,92,2.13,2.24,0.58,1.76,3.0,0.97,2.44,466
1,11.82,1.47,1.99,20.8,86,1.98,1.6,0.3,1.53,1.95,0.95,3.33,495
2,13.4,3.91,2.48,23.0,102,1.8,0.75,0.43,1.41,7.3,0.7,1.56,750
2,14.13,4.1,2.74,24.5,96,2.05,0.76,0.56,1.35,9.2,0.61,1.6,560
2,12.51,1.24,2.25,17.5,85,2.0,0.58,0.6,1.25,5.45,0.75,1.51,650
2,13.45,3.7,2.6,23.0,111,1.7,0.92,0.43,1.46,10.68,0.85,1.56,695
